Label,PaymasterName,PaymasterAddress,EntryPoint,Chain,FromBlock,ToBlock,BlockNumber,TxHash,UserOpHash,Sender,ActualGasUsed,APNTS_Cost,XPNTS_Cost,CreditType,FilterNotes
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786359,0xf37f38e00f5a4a98b09abf3c45d6cf1247343f77cbd93e318a50c43a8b8a8f88,0xaa4c7fb53b225626ca75a6b608a2d880b25de5f5c42ab03b4326f165a88f8f87,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286057,11267595740467834131,11267595740467834131,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786363,0xee98e3b4b0206945881798f7ceda92c2cab497c9c6c51b51f6c394d9bb6057de,0x3fa911b2681fac46cc85780704883ac712f3c1ab38de90cf357d82197ee292f3,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286057,11267595965818742072,11267595965818742072,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786368,0x19dd8084e45053b476e8a871448743013821166387f18875a13664428564bd29,0x080b12b93c37aedd3b2090a48003f9b2369dbb5e6c43d55483b8e6956b01daef,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,11635853486366530862,11635853486366530862,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786831,0x7ef37777a6c9d8a47112f0a5b7c91a1a2d2cb4a1978cb209b9344d4a2b1abafd,0x30c73a4a1ffc2bd5461e7c691251f540a3fdac471ea0a6d7dfa135dd02e28e89,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11267602613670526347,11267602613670526347,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786833,0x4d9a7d9fea0016e6fb122e534c529cfde58b5c2ca2c00a715218ca25a5f2bd63,0xa3cb77d11aef7103c64c88ba35f0fcd2dced3fe762588d4b59138dc3649bdafb,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286057,11267602636205617141,11267602636205617141,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786837,0x077b4e9f361230234306c7dd407f4cfe12115d1de979f49cf0c04ce03f72c0d5,0x8d94cda9818691b848a76e3acb7d93b9b0ac24b2aaa9b3d78850e054230d1f98,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287732,11635860072229822871,11635860072229822871,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786901,0xdfc54c80d2bac8a49aca92185569210b571ebb4eff9cbbcd5bdeac60a29960e8,0x7166f9d0b31b398fb8e6151f3252bcda0a6736e6e495930a2a895c20d1e818c3,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11267605137600695292,11267605137600695292,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786904,0x8ed91b34be9832180ee1df4f8023d2f5950d433f72c04447f49832557e0e8a65,0xa84f13cd0d381229f95bf8b5bc9f855e90bc2ed27ee47a896a94b469ffec063f,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11267605227741058468,11267605227741058468,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147786908,0xe976fe05c26644c2bc48f8edecf4ac915e270fd3e78efc22c7ff445ad7fe2d4a,0xd7eaf7120a179ee14d0c79b374e64bf1b9f988ae447330430c8d1730b61eb6d1,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287732,11635862771735624543,11635862771735624543,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787128,0xac4c240dde2d1a3fc4dfc429b9688e1497fe32b9579dac17cfb6fa049943e9aa,0x901c7dea56a228b265d899a8555d5593774c3fd35f970954169103d514d61f2c,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11267613746005378657,11267613746005378657,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787131,0x943a45432dd23c84fde59db0e7633e4fcf7a149221b6a55ce9d9909aee4118e7,0x1e0ed56a417c08ac0a5a59d33fe0428d0c5414880609238384448a2082976452,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286057,11267613903751014216,11267613903751014216,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787136,0x2e61201f2816742cf88280302f1b003ed6663d01c526a0b64881f112c60e4f65,0x48c8294bb15b6eb5398f44fcba9f866dafd41255de6cd35005b7bce9f807c7d0,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287732,11635871894203506054,11635871894203506054,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787238,0x6a550203d6627867629cc807768d6ff1069266fb6aaa22f703fb094aba830f9f,0x87dc8266f460fd2d9798abe64f9b9cab88dc6be09c0346749e46432f0c871cb0,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286057,11267616878382999043,11267616878382999043,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787241,0x83c17ca590f5c0ce6673a3575825cf9fbceb2ed56dc988e4f2350d7a2301d199,0xf1e3f6c63dc97cb32ef9e3b2c4d6eaabce711a420a9bb864402bdad3d1291867,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11267617171339179368,11267617171339179368,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147787245,0xcb81a2a655f6753e4859c75d53c1e0edaca2dfc784432d706bbe3df2d6940935,0x3574dabf835b4b02f58de15615af555c54b636951b6170c6d6440591319ed51b,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287732,11635875338400563360,11635875338400563360,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740410,0xa3793ab8560e86dbd27ee171040437630715ac0c6571478c13e74eb2b431ec85,0x26c83517ec2e525e0c8f687bf8a300e81fae50d2fc6681703afe69845bc763d4,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725210038014367,11620725210038014367,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740414,0x5442df21a9638e0f9cc6edb23f2e462f91238a48645356d89060b60b3b34d3e9,0x9e527492a3349e3956672687c0164050649704615bc5a64d8c3e640b1dec1dbb,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523652341493363,12000523652341493363,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740520,0x146da85462d6a0bf02f26055749c520e7936dc33492434003e3e5c86c67364f6,0xb462aa8754b4015808bc272598e05e47718be55141301f9f2cead70e36f38109,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620724396590184584,11620724396590184584,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740525,0x12e18cd7581ea72f6a002ee6f1b24b029e76f5d5801b4b8fb26b79f1ddb550a8,0x6a27f3ef8bdc98f6c6e019c0d756f86004f3fc03a6e02c20919245bb9b68e685,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000522692303068834,12000522692303068834,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740766,0x02860dedb4bf094b5ef8ab2ed217bdaf39b8562a45c9b8303d0e12202633faf8,0x7dcd5edb3998cfdac3838c087b9de9fb390430798e5326e14f85131ec9f7f8ae,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620720980109299495,11620720980109299495,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740770,0xc145a5b244b9670b30f3bf5a38e208826cec1166c45bc36bfdd520e45ab3f9a8,0x266f6fc942ec7647cf1d73dbd240f8d06734069d9108d56301fe5c69566bed0e,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000519236164740532,12000519236164740532,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740792,0x485887953e1b28f8a1ab5d33ab4e4572f50e2e2ddfb438c6fc7ae2f2d30adba8,0x90d135e8d524ba718c0ffc9dec52a84e306490022e97d34573e249419adb202f,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620720887143833235,11620720887143833235,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147740795,0x78a6d9e868d71a38086ba1e697ab665f913e2b922db0ed76d72821a51259bd13,0x0db25c3e34df10237b51a4cb5ab2e684356d128969836c31da8d96e10ff2af70,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000519044157055626,12000519044157055626,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741103,0xb2aaaaa3873427398933c19c81991ba286e722f432ed9b8172172c33fcc6cfa8,0x168b676a08a689830d9684ffb88ccf4c4d1f0df82e2c6c3cf9479695177aa19b,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620723978245586410,11620723978245586410,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741107,0xd15eea4686598a63198ea20a9c5299173c904e6b44aab9264d05d640efc17c28,0x95b043650c9d5083d95db9a73c705f70d6115568b833db87f10026f70b91d79d,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000522476294423316,12000522476294423316,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741112,0x00a4edb86518084b08bb165f9970522d8122ad4b798d909a72b21877ba667c6e,0x49b9b49c4387bac59b1253e73d72aa7f533b547c5797a6047c3c5eebf670b0e5,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620724210659252063,11620724210659252063,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741117,0x9556deb435e7e222d215b8bf35967f71363475ecdc9b86e00331fda374c7ef41,0x55a2c263d11dd42a93317890f7e219423021049052531a1b1051bc88d75297b0,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000522668302108221,12000522668302108221,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741122,0xb828c05709da2797928b1528203a5ebbc4d8a4db51f2fdb5a18ba89ee86226e3,0x7354351b186c9a766704ca6d87f88c4b59395a75aced63effb269d87dab3017a,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620724373348818019,11620724373348818019,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741125,0x401e60d002ccc9523dd6c08d56043c91be481f68e4c275e34743a585c8710e13,0x1fdecd7cd5bfee29cc8b53c9bc0c39bd5b9c633b12f153057be27c78bdf10f17,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000522812307871901,12000522812307871901,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741131,0xaf7961c30662b7db9b5e49ea44669935cc29807a30860346fffc82a6ba0c57d0,0xcdd90f7c3bac4a895c304e89fc54e0c1ca387fa0d6a0d54aea70870467c98740,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620724536038383976,11620724536038383976,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741135,0xbb1b48a736cc32a818f026d8d47f49bb2331fae163971accdc76e0ed8462c4fe,0xde883419407f82e826fed1b26a0a68be2d49e413040c620e1036ce3e885adefc,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000522980314596193,12000522980314596193,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741140,0xeedd22aa8b73cf4e43e2dad2fbbd3a08b21467b6cea269c2af2d4c34262b09ef,0xa43d8121cee83971bfb63f602c78003e31a1b3c4789d020f7f2fc400151cba4e,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620724652245216801,11620724652245216801,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741144,0xc2e0b5943451241ed598b386939bdce91ec403d84b6a99c57ee5f210b507a1bf,0xbff4650604e722c0796b8d10cc79c81f78fc5d73a849e92775f9f70df3234293,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523052317478033,12000523052317478033,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741358,0xf458a51f8e8d8103f8706263ee7087b1c65c9bb8496d060e87db9032b38b708a,0x0c2358edf68cba620b3eaa8f9c7da3e656da142f2f1c3c58804b8b72292f585c,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725186796647802,11620725186796647802,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741362,0x9814eb79b811cfdefc117e50e96df500c63eb7d9206557002cf152dc39a12b0c,0xf5414145ad8937f6eed4d3de5615344ed2ad3059a4461bf3bb270df29348cbc3,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523676342453976,12000523676342453976,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741367,0xd14201dd484a0e7c7e274a8fc48d5453066b365645b328b8cc0c11177c870186,0x73271ade2b08ac6f41eff9be9d0a07521cdc1146042bafb9f54f7f4119407b90,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725303003480627,11620725303003480627,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741371,0xd4ca70d02986e3ed6ba4d267bccea677acb12a3ed61612bc9042609a48a66d98,0xf2d12f1055575803516080fca356533700354fb5c8bab562ccd01acb106c20ac,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523772346296430,12000523772346296430,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741375,0x0e36339972ff75ec33e2629bb3d4517f7502873ec495a0e0ac7d4ff6f951e487,0x008c8b92f29b1b6b03e512025c6bd5b8300d16e24abf86e5b9d927270aa6b267,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725349486213758,11620725349486213758,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741377,0x0de5b199aa51575ac5e501c9fd4578870c4e9c25d787c541369a6ed4161ba2f6,0xe245091844c31afe7aa6f5297c24904bae4bd8bf39bafaa5b895f9ca1f5a929f,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523748345335816,12000523748345335816,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741382,0xef8fef6d03d9f7e4a129a496c18c4ad555630232ce7c12429b97900895fc2501,0xf8a4199d4d9f1bcb7028bb13ea898b591260c340812ebd85d298bc3ec14f3613,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725349486213758,11620725349486213758,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741387,0x942f3a449e9b2f52d8b4908b87eaa1cfd11ce6acb686852bcd84eb62355bdbac,0x023b8603a44a6a3d03939af91ed7ca3f57c66bb98dca9df5cad3cb1b09e37c43,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523700343414590,12000523700343414590,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741392,0x400b6ba02c8be9589c78fdda7a34639ebe06ac077757adf010b11bec6cbc7f98,0xcfab344f208d11ebff4c72b1a14083541b4a11b415336a7a685912c9c8c018cf,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725326244847193,11620725326244847193,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741396,0x6cb72da93e6faa3410e2e0959ae852b865d1f8ef83e80ba8c29a731d828aa1f8,0xc62e5f82db5491d660dea8f83bbad15188ca80e0de33d23a1a9a89b2358b43db,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523748345335816,12000523748345335816,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741400,0x787a77d9034287ced654992c145b12aac98f0745293804b20281e63bbbc87f25,0xc6675948bd5171cc52747d01ee3594f25ee807f3daf09354675decb264a3eb4b,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725372727580323,11620725372727580323,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741403,0x5fd5096dbbf5933853d66c35211dcf07cdc08fe2e7b532445a2fb3e6f8ec3878,0x9a160f7467136ba5eed2ca6f6211a4d8ea8dd622da30d55f304fae56b02fbefe,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523700343414590,12000523700343414590,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741409,0xa0a63a81d4200b178f186b8f6f4e01d5420fbec1f4850dba51047ebb52ca2962,0xee80fcdd46095c92b6a21766b8cb77293200d85dc86e5e188be0d78f1b5700ec,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286089,11620896234189934508,11620896234189934508,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741413,0x6215cc3155738ce5d1e1a64b1f407b8367a1709f01504649d1b48c85e66e016e,0x63d23af9d2e5a2a686cd8840a99a1f94efb6de09d8d374c5f754751c972645da,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523556337650910,12000523556337650910,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741418,0x4015bb368becb76c5e2e560a1dc85ec4dc3f0e9d1080116c602690960f7dcb03,0x1bf6e9c9cc03b998f64f57ef7c31b489dd7e3fb00dc3caeabd85c4527ab30b23,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725047348448410,11620725047348448410,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741421,0x03e224ce9a0133e625c6052fc13b9b6088ba67b5a842efcb3d133451b3ab363c,0x06b47b21b6c204be88b550c7ed0da23f9eb046c7a63c644d0ad1b64bf31dde26,0xe8eaad6a4802300f33e53c40e65863cccda6898b,287761,12000523460333808458,12000523460333808458,credit,strict disabled
OP_MAINNET_SUPER_SIMPLE_ANY,SuperPaymaster,0xA2c9A6e95f19f5D2a364CBCbB5f0b32B1B4d140E,0x0000000071727De22E5E9d8BAf0edAc6f37da032,optimism,146000000,147800000,147741425,0x56a7de685d4124f0905566d3061300cb41c1716d7d9c060f621ccbd8b4bb2fea,0xd79fa2741b76ad671c6c86a92ced5ebf456b99f2725d8d5a0f59c50ac8293961,0xe8eaad6a4802300f33e53c40e65863cccda6898b,286086,11620725070589814975,11620725070589814975,credit,strict disabled
